review_id,customer_id,product_id,category,review_text,rating,sentiment,polarity
165,e9f87970-cd98-49e2-8d88-8beb090d9655,8705,Electronics,Different eat trouble floor step number budget pull apply development middle animal husband theory tend similar financial beat lead hard factor.,5,Neutral,-0.082
166,9f6a6a65-bd54-4a04-8dcd-0009c8d57717,1853,Clothing,Less option management significant crime too set early according improve.,1,Positive,0.103
167,a2cd1590-58af-493c-8aa2-b4c93ba5bd76,1659,Electronics,Week ability price support road billion.,2,Neutral,0.0
168,6b790d01-3cf8-4d20-bbad-793f87a1ec02,1333,Home,Which win central evidence analysis discuss suddenly including time learn security oil.,2,Positive,0.267
169,d1e91691-a320-4116-a22d-f6a48163b6ce,3068,Sports,Avoid nothing itself who door end fire song red save fish evening avoid dark sister once choice clearly letter.,1,Neutral,-0.017
170,5bb8b9c8-8932-49f3-9ee8-9a4c681134e2,4571,Sports,Later leg system bed space fight relate owner Democrat task chance represent why how any federal.,3,Neutral,0.0
171,07f4fee5-2c82-489f-bd9c-fbb0d1f16485,7043,Books,Take new nearly behind big soldier building article sit develop cup hundred rather visit base only true avoid.,5,Negative,-0.119
172,e709fba6-329f-4417-9081-3d45ff45f8a2,2876,Books,Speak begin suggest speak business walk anything under item right many him interview.,1,Positive,0.393
173,2fe922aa-e886-4011-b6f7-a26c5a9c0679,1420,Clothing,Evidence third alone people early far include nearly article evidence case current this moment piece soon.,4,Neutral,0.06
174,61eb64e6-fd49-4e20-84ff-eab2cb7b0b3a,7498,Books,Look sit general not focus establish ago others ahead.,5,Neutral,0.05
175,0effd5bd-47eb-440d-874e-48ffcf89569d,4978,Electronics,Morning short yourself wind beyond prevent entire staff true argue you detail suffer something great stuff suddenly compare or south recently trial.,3,Positive,0.192
176,5a07d758-b357-43f9-b415-7cea07388ba4,2983,Home,Nor none could write think man finally make bed discussion despite money a truth cut candidate response try such food against only true similar suffer team.,1,Neutral,0.07
177,b45c9a54-5fa3-4531-9291-6e60f5e72daf,6688,Home,Only from follow wish run join police maintain fish religious no threat party ground program.,3,Neutral,0.0
178,4e8bf78a-60dd-47f1-ace3-d822d08012b8,2129,Home,Camera rock we we hot yes whole allow own TV whose determine not view cell seat draw.,3,Positive,0.35
179,a2dd22d5-2afa-4b7b-91cb-f9e5fb7d3ba1,1207,Sports,Start prove role from activity decide really go skin result.,1,Positive,0.2
180,bb8aa843-702f-41e5-a2cc-c6040c53644b,8102,Clothing,Why this manage her national big look tell prepare reach class available suffer far five weight avoid color heart rule.,4,Positive,0.167
181,fa60ede1-e5eb-472d-b11c-0ac58c0b393a,3506,Sports,Full world throw relate issue president parent.,5,Positive,0.35
182,19ec0829-0db5-4441-a837-f4186f27c1b9,5425,Home,Day couple recent reveal role enter example down anyone occur style child guess into far product outside current agent color.,5,Neutral,-0.011
183,793bed1b-14f9-4394-ba20-74034ab427e3,8921,Sports,Final however major produce before name continue those hard knowledge.,5,Neutral,-0.076
184,436e3c49-770e-49db-b092-d40143675d58,5397,Clothing,Student nor character recent benefit property space including series.,1,Neutral,0.0
185,d73e7bb9-0f9c-417b-8db8-dadf3a3e46b0,5569,Sports,Stand industry movement term little think live bad total research maybe.,4,Negative,-0.188
186,924cde09-ccea-4031-844e-250be684390c,7209,Clothing,Challenge we last we cold deep cover amount bad raise dark.,4,Negative,-0.29
187,d5881c1c-25db-4946-a091-e5b4d2938e6e,6325,Books,Election treat trial attack hold however for everybody leader them skill performance mission information increase challenge onto serve vote understand.,2,Neutral,0.0
188,c926a021-19da-4262-8790-3dc5900c0af7,6813,Clothing,Test they there enough pressure occur list common idea peace race I.,3,Negative,-0.15
189,54dccba5-e103-4e1c-a3bb-22ae6552ac53,5526,Home,Any little environmental head full soldier financial.,5,Neutral,0.054
190,b23909f4-dbb5-4645-bdda-c1b6d7c4caed,4130,Electronics,Win direction feel season similar fly rock.,4,Positive,0.533
191,301c8db3-16db-40db-a543-148e9adfe981,9004,Home,Deep station scientist service test start middle city find medical career surface these ahead cover strategy student economic lead truth relate ever statement.,2,Neutral,0.05
192,ec4e8cbb-a2aa-478c-a59e-0258814ff657,8800,Sports,Race drop major land whether listen necessary general study else store.,1,Neutral,0.038
193,62f5f7c2-0706-4ec2-88fa-4e981723ecdb,2524,Clothing,Clear occur who tax positive question especially.,4,Positive,0.109
194,dd58631b-0522-46b9-8366-663668d576b8,4986,Clothing,Listen car community song difference part wall require remember every.,5,Neutral,0.0
195,59450186-da01-4d29-a060-b1ebe53e5f4c,7046,Sports,Edge level quality station however bill memory production successful hear positive participant fear blue as write political technology.,5,Positive,0.244
196,f3c2944a-b60a-4dcc-a7f7-745142da8609,6632,Sports,Could military drive arm tax special identify floor cause agent market fast trade identify say on yes staff.,5,Positive,0.152
197,38eccb4d-b69f-4eab-b9ff-2c2957d9cbb0,6419,Clothing,Point little wait grow feel color price next family likely scientist rise next tree water tonight pressure develop development the inside thought he one.,4,Neutral,-0.047
198,787515b9-1e26-4d31-99e9-275876b90436,5438,Clothing,Term on want author threat matter test.,2,Neutral,0.0
199,69c165ae-4c61-4ae8-87a3-7f1061b512ed,2976,Books,That character yeah garden would throughout would century.,1,Neutral,0.0
200,c768b07f-2e2b-4c6c-b736-0c4fdcc5d975,9779,Books,Maintain piece computer play above event seven.,2,Neutral,0.0
201,288f3435-c3b5-44db-9387-03c92b29bf36,8933,Clothing,Size sister can its investment investment local above move room wear throughout series most adult above safe difficult theory fine bill me fill.,5,Positive,0.127
202,4c56fb8f-0bb4-42b3-92e7-6deb10b6a662,9595,Home,Lay minute model its rather card you majority seek close trade.,1,Neutral,0.0
203,3a799efa-04e5-4bd5-a744-acd4cfdfc6f9,4180,Clothing,Road capital safe operation college hand practice also theory.,3,Positive,0.5
204,9f85c2dd-88e4-4a48-8570-9e30417b6634,3939,Clothing,Order answer blue structure answer.,5,Neutral,0.0
205,61584f88-71be-44c3-aab1-cdb61da466fe,3073,Clothing,Natural listen check receive piece feeling.,1,Neutral,0.1
206,8532fc74-a998-4bdf-99d9-d0b5a962d996,5786,Books,Performance red industry together memory pay executive size marriage participant sing story win group important civil.,4,Positive,0.4
207,352b6ec8-e90d-41cb-bf11-1a368c52d271,2680,Electronics,Former able public trade structure protect chance bed memory rich big eight discuss write fast less between company always fact.,3,Positive,0.13
208,6d0e0597-500d-42a7-ad40-9244cd3566ef,8690,Sports,Believe serve animal system professional color group just perform there behavior.,3,Neutral,0.1
209,1d24181c-2ed0-47d4-97bc-ad3ad0a17fe8,4020,Electronics,Hundred lead structure ready long instead though coach car risk word such billion.,4,Neutral,0.05
210,cd613988-7b90-442f-973b-6977e9462820,2869,Electronics,Question consider here grow agreement range stuff wind candidate turn both in animal energy fire relate question should.,4,Neutral,0.0
211,39571344-90a4-4421-b949-3906939f44eb,2213,Home,Mind read peace item risk loss professional political chance step throughout party activity various measure light many close.,1,Positive,0.2
212,3dab1614-5215-4ed8-bddc-a413c05db774,3485,Books,Wife anyone development poor idea dog learn soon large task language budget market president bill include news a before page.,5,Neutral,-0.093
213,e3de4ec0-4dfa-41be-a335-b2c89e7b1e95,5978,Electronics,None pressure lay future stay staff such forward should outside respond guy laugh.,1,Neutral,0.075
214,38c46b38-a8ae-47b9-8262-cad018f1a1e4,7818,Home,Game stop who factor miss reduce animal clearly cell response.,5,Negative,-0.15
215,41191aa7-1b61-4453-a8c2-094db8b818cf,4697,Home,Cultural building system democratic station course full serious another plan public but through leader operation mean white above save.,4,Neutral,-0.028
216,d6bca712-6ecc-4931-af70-5d018da03d88,8253,Clothing,Lot meet TV concern official room campaign hold over third mean his woman trouble several event white wife laugh card include record.,4,Neutral,-0.035
217,d7d3b9d9-4c85-4233-8325-bd9ebf98e734,6003,Home,Team Republican very plan cut person fact generation public wonder practice when mean reason follow break good lose number project individual security.,1,Positive,0.117
218,e0a25901-4932-436e-88ad-dab1d7654a18,2625,Books,Space mission agent certainly prove customer seek claim expert economy style real far send allow sport bill test science ten.,2,Positive,0.121
219,638e1388-8faf-4d4a-a5a9-9ebcbe0ec2da,5335,Electronics,Memory someone receive realize another high indicate small rate.,2,Neutral,-0.045
220,0351b09d-0dc5-4b06-8d58-09b7f740d87c,3847,Home,Data than team kitchen difficult plant remember happy.,2,Positive,0.15
221,9a7791a2-bd0b-4fa2-8bee-f83f96a06bf2,1043,Sports,Simply who family concern radio cost community message help investment news candidate.,5,Neutral,0.0
222,0171f5a7-4148-4d11-9894-62e895801c3a,8699,Clothing,Letter visit always up others similar personal successful.,2,Positive,0.25
223,929af586-ca37-4c36-bd94-bf104d187b75,5720,Clothing,Group six fish detail contain attention measure indeed Mr begin determine degree forward guess despite sell most you statement wonder across protect knowledge toward.,4,Positive,0.5
224,3e6b74fd-9f02-4cbf-ab29-d9129d1b83df,2166,Books,Radio fly trouble war history music executive.,5,Positive,0.3
225,c53f1db3-d275-4d43-8451-7303e94d4fbe,4241,Sports,Method meet main fast prepare fly bank benefit will.,5,Positive,0.389
226,01e06ad8-8880-4d4d-89b8-b7eec5f833cf,4683,Books,Assume prove similar ten interest billion Mrs reflect wish simple position vote section child learn forward.,2,Neutral,0.0
227,2d90e4ee-0de4-433e-92c0-620c1667c518,2169,Electronics,Newspaper offer direction else hold picture item admit pull.,3,Neutral,0.0
228,b864a47b-a434-47fb-8182-978288eae7d4,5728,Sports,As second animal summer group me face rate paper example unit high.,4,Neutral,0.08
229,795741bb-07e3-439a-a925-2745d2769c96,5982,Sports,Mouth carry hospital something nation whether century quality trial.,5,Neutral,0.0
230,a5df6f85-bab5-43fb-9dfc-d1d5cb863dea,9847,Sports,Whatever action themselves center among of hour natural be decide scientist rise deep town surface central.,1,Neutral,0.02
231,d5b211a9-9dec-4b83-b885-8f7e2f1a25a8,1653,Sports,Create consider son system surface usually yes leave near fact attack better rise maintain former campaign pretty.,3,Positive,0.12
232,11defebf-9e98-461d-88fe-bf6d199c8d94,5102,Electronics,Fish late pattern figure once not hair.,2,Negative,-0.3
233,2b2bf58c-6da5-4dad-b56a-abc050fb35b0,1339,Clothing,Finish size Republican political everybody growth quickly former lose knowledge.,1,Neutral,0.0
234,8d3a5d76-7caa-481b-8e33-6644c65720ae,3870,Sports,Compare parent success teach cause Mrs enjoy though baby away affect.,4,Positive,0.35
235,d0095507-07fc-484e-a1b2-462781d67019,5557,Books,Often shoulder defense already end thus music president chance hotel through operation tax card may bed hair action draw who word range.,4,Neutral,0.1
236,723b80d4-23ef-4561-839e-7623c1d841d3,9056,Electronics,Condition we process whose save low grow despite maintain as hard amount.,3,Negative,-0.146
237,ca9d2704-e860-4cb1-8494-205c34ef2552,7690,Clothing,Hold truth thing always possible billion why plant event score official now heavy.,1,Neutral,-0.1
238,a741104b-9672-4e98-9d84-16e060e696ff,3634,Clothing,Might heavy trade might good test main lot page.,4,Positive,0.222
239,709d338b-2393-4d45-a1cc-ff0d8078636d,5722,Sports,Discover method exactly change church own stage produce increase form box push look opportunity positive improve.,5,Positive,0.359
240,92d00319-20bd-4422-8b0b-81de3e612d66,1601,Sports,Claim picture always occur argue election conference when out nor affect rest.,3,Neutral,0.0
241,f27f3ad7-4890-4b6d-9240-ef02a9681fc1,5135,Clothing,Describe paper likely loss detail improve.,4,Neutral,0.0
242,d209383b-9528-4c0a-8b6b-f5622488c84d,9431,Electronics,Perhaps member cold rate two others attention her car admit mission training range step.,5,Negative,-0.6
243,79d29001-2d6b-4a4e-98a7-06099b02c535,8569,Sports,Outside there mother sell behavior process top much ability visit question.,2,Positive,0.233
244,5ed10e7f-6bb1-42bc-85a4-b0cb6e76936a,9494,Clothing,Recently investment voice lot shoulder go source traditional student office international.,4,Neutral,0.0
245,3b85f6e1-c40f-4405-ba25-ed81412817eb,8242,Electronics,Exist theory impact country remember smile official.,3,Positive,0.3
246,6001f54d-01d7-4831-850f-1cdc1e2a03f1,9998,Books,Reach firm gun choice prepare effect talk interest hand every.,4,Negative,-0.2
247,3425449c-c145-46ba-a5bf-8e04ae3c2ce6,8941,Electronics,Need newspaper condition next low write officer similar.,5,Neutral,0.0
248,dae13586-2358-455c-bc5c-3cd865ebd4dc,4920,Books,Security land record class Democrat hundred full nearly recent.,5,Positive,0.175
249,639c4c6c-2926-405d-8d53-551ab4f02f6f,1224,Home,Source statement likely outside because enjoy he participant.,1,Positive,0.133
250,fc04ca7a-ee41-4f16-a263-307cb9787c4b,4681,Electronics,Pass minute represent our watch star policy keep cut prevent sound experience almost outside middle discuss.,1,Positive,0.133
251,5c17ebb5-093b-4d72-ac8c-dcaf2b633b18,3522,Sports,Pretty wish beautiful every human prove if customer address region try near risk next on girl spring.,3,Positive,0.24
252,31cc6738-f68a-49b7-9b3a-a1d139ee80ab,9337,Clothing,Upon offer end imagine blood authority family water sort what then spend offer reason whom none.,4,Neutral,0.0
253,56f401e5-c1e9-44fa-be47-27fdc51c91f4,8736,Books,Race to television loss election him small detail red son include good movie red enjoy expert human.,5,Positive,0.142
254,13769ff9-578c-4875-9231-f372bfb0942c,3369,Sports,Use live government thus especially water raise travel material current save their deal dark.,5,Neutral,-0.003
255,5b249c2a-9e5c-4dcd-961a-080a3fec0a37,9327,Books,Single build bad what manage according tax.,3,Negative,-0.386
256,7b777e71-d917-48f8-8ad1-c18cf53f091e,7798,Clothing,Per manage world to than make worker trouble exactly develop office approach son long must maybe hour rather company with recently.,5,Neutral,-0.0
257,0227b8d5-b070-4a53-90ce-857f75c72fb6,5377,Electronics,Purpose here beyond gun technology cost enjoy.,3,Positive,0.4
258,9cf3137e-f562-437b-b8aa-16ea44f7f01a,9022,Books,Hand material decision red head take evidence conference capital office direction between establish dog it.,5,Neutral,0.0
259,cccf4130-2556-43d4-b231-32fa618192de,8935,Clothing,List act instead care throw piece move firm main economy.,5,Neutral,-0.017
260,65fdaadb-0c36-4d4e-915d-9a63dbc6c928,9903,Sports,Real art sport live picture last free guess night use.,3,Positive,0.184
261,696929b2-0513-4da8-9819-93cc41f9994a,4090,Books,Go quickly paper officer practice Mrs without expect foot member simple land.,4,Positive,0.167
262,49599bed-9d19-41a5-a18d-de71141283fb,4826,Sports,Place certain cold space front piece occur support author.,3,Negative,-0.193
263,50405c43-3a6c-4da6-97f7-d71f2978cc73,8749,Sports,President report painting house thought sit voice security minute late cold take by doctor.,2,Negative,-0.45
264,b360dfaa-be6e-4d47-b0c0-804b406bf02d,9115,Electronics,Decision however believe view list approach side.,5,Neutral,0.0
265,154ff37d-fefa-4198-83d6-cd548623bc74,6439,Electronics,Energy choice pressure those finally easy exist phone capital stuff.,1,Positive,0.433
266,5b59f28e-a9de-4b26-88ff-eab0075072d6,9617,Sports,Ten level that various nature career way much.,2,Neutral,0.067
267,a18c5492-74e0-479a-98fb-47279740b212,7717,Books,Itself policy move training loss dinner become film include choose action.,4,Neutral,0.1
268,d913057d-c21f-44fc-90bc-bad585f80d9b,5342,Clothing,Gas light across two water local across involve fall discuss account health in.,4,Positive,0.2
269,3ff93134-650e-48e4-afe6-33f18f807d8b,2315,Clothing,Resource position stock determine bad personal might son party really even possible mother especially.,5,Neutral,-0.1
270,2eb23ca3-1186-4a93-9a7d-cc533020cf06,7226,Clothing,Face PM pay evening performance could affect anyone movement control bill especially resource.,4,Neutral,0.0
271,17172654-3b99-4815-8219-a9c7ba23b07a,9864,Electronics,Address describe inside size marriage he recent all bag seek certainly entire hotel.,1,Neutral,0.0
272,3133839e-2e7d-452b-b85b-8a078b0ea0b9,4846,Clothing,Stage stock business should eat side kitchen scene almost leave.,1,Neutral,0.0
273,aa7f7e06-8569-4f97-980d-c855c55ffde8,8110,Electronics,List race fine follow pick among visit minute education police cup thought tell design both plan foot.,1,Positive,0.417
274,95aeb18b-46ae-4e06-8b5d-2b592ad820ca,8269,Books,How during why ok real read choice side eat matter rather full wide service.,3,Positive,0.237
275,a502dc4b-5b03-44d8-8f4d-6c400f5f9707,1474,Electronics,Red social call discussion word small series south just cover.,1,Neutral,-0.072
276,b972393a-5bb0-4d76-a0b5-7717b072afc8,5806,Clothing,Economy always religious next my majority note myself food life.,4,Neutral,0.0
277,ea1af7d2-9943-46bb-94d3-53a5de1f1619,3385,Books,Civil most last standard must law simply media safe third people hair per fly as whose standard couple raise she.,4,Positive,0.225
278,5295ea96-487b-45d7-9cf0-23dd277529a2,3950,Books,Political book model at strong candidate them dark magazine better number.,1,Positive,0.196
279,7d6ab7c2-a86d-4706-a37b-3648d617b9c0,7267,Home,Perhaps opportunity any determine responsibility actually TV pretty up story life police guess sea three state some around pay more same strong.,2,Positive,0.296
280,f5e90352-3745-49f2-b1d1-88b913f39289,9153,Home,Best rise mother country moment eat personal condition see indeed black police.,2,Positive,0.278
281,b3da5808-756e-467d-acab-8b695ba37cb5,8555,Clothing,Third coach Congress husband front citizen your kitchen good firm yard foot he share issue rise part.,3,Positive,0.167
282,60042231-36c3-4e85-8bae-295e902a405c,1153,Sports,Unit effect which language however risk work other military year few feel develop talk against.,5,Negative,-0.142
283,d284b528-b091-4fb7-b17f-3f92d26aa790,3588,Electronics,Try memory number occur behind leave choose enter threat economic eight feel now notice.,3,Neutral,-0.1
284,b93c92d5-13c3-4b5d-bbf8-da9137a9f824,5901,Sports,Society common stay ready office traditional organization feel room office bad argue side girl stage indicate test thank dinner.,3,Negative,-0.2
285,edbc36d8-9a30-4096-9977-66bea71c8948,8484,Clothing,Plant place approach modern floor north.,4,Positive,0.2
286,388629ff-b2a0-4778-809d-644453ab3cce,8916,Electronics,Anything rule hotel knowledge organization measure develop face.,4,Neutral,0.0
287,560f1e2d-21d7-4432-a5e4-240364f2502e,6881,Home,Live seat nature energy huge its recently seven.,3,Positive,0.179
288,7ce4770e-32b7-4d80-8f2e-08d37b1dbca3,1359,Sports,Present cultural pattern save east author since food under become public interest give.,1,Neutral,0.033
289,a7c8f0c5-9808-452c-9832-c8de521be8c2,1803,Home,Show college glass start sort perhaps key under do rate choose.,4,Neutral,0.0
290,1cc464ed-15f7-4f61-9a4e-c04cba7e1b86,5689,Books,Drug per challenge strategy explain gas sound figure likely forward science.,3,Positive,0.2
291,85f4c0a2-8be2-4516-b42c-5348363d75f1,4588,Books,Nature performance yeah reason property heavy town money eight art customer recent even let war.,3,Neutral,-0.1
292,457498ca-a90e-419d-a37e-3f94110c8d92,3240,Electronics,Ten affect test power discuss herself with between firm term mother cost may leader unit again easy morning four.,1,Neutral,0.078
293,04b40ac9-2831-4f0d-be90-63fb64b5d9a5,6061,Sports,Range green few you without every artist election.,5,Negative,-0.2
294,d09a934b-fffc-4743-a3f1-6406631d9c8b,6977,Books,Want we difficult game hotel.,3,Negative,-0.45
295,61d85365-bada-4c94-9679-bbe023238416,6352,Sports,Whether partner personal dinner drive check wife travel forget my deal catch.,2,Neutral,0.0
296,33ca9a6b-ccd3-4f7c-af1d-cfb88a962a11,3165,Home,Finally relate model career yet wish certain usually true fish.,5,Positive,0.188
297,b82d40de-f2d7-4d53-8870-2ae78eadda9a,9221,Clothing,Contain style certainly ahead five win which.,3,Positive,0.507
298,ef0b743e-bee0-4762-b168-bdec4da838b7,8894,Clothing,Charge could capital ago worry pay paper partner others discuss ago bag sister care suffer light power contain.,3,Positive,0.4
299,233408ba-794e-4838-bdcf-60fd633098ed,2886,Sports,Cover allow share address establish including score.,2,Neutral,0.0
300,345e2eaf-c1fd-4581-b3ec-e6b1fcfd8547,4696,Sports,Computer western keep pay reach term thought into simply part station result hour.,5,Neutral,0.0
301,9803a82e-926a-4bd0-be12-5f8ff06b6c12,6992,Electronics,Modern then skin minute later still amount yet million how same newspaper might piece any fact huge fight still leave institution party approach might central.,4,Positive,0.12
302,172720fa-73a2-4c7b-a566-e884d473e687,1228,Clothing,Both single visit receive career including late condition opportunity Republican dark lawyer economic reality trade someone responsibility but box.,1,Neutral,-0.08
303,15d6a658-5ce9-4bbc-a252-91f3730bc657,8451,Clothing,Religious risk window partner civil nearly analysis color friend the television class certain shoulder anything final role which eye Congress together whether.,3,Neutral,0.079
304,40cbe188-c3f0-4ac3-9f60-1d1700e78824,7242,Clothing,Learn talk myself accept third.,2,Neutral,0.0
305,a8d3110e-96bf-4e6e-b785-0b5c3ce5988c,8724,Electronics,Law kind over according think everything pick star debate continue area give certainly allow official owner former because board year.,5,Positive,0.271
306,9c7060da-48cd-49c5-ac0e-1f71294d43ed,6374,Home,Occur no whom see growth along shoulder follow today star serve successful assume likely.,1,Positive,0.375
307,46404b2a-dc02-48af-b1d2-94571f3cea1d,8606,Clothing,Money modern receive partner body role pick would low read value worry expert participant first moment yet government.,4,Positive,0.15
308,7f13de67-9008-4dc9-9d42-1bae2134e15b,2911,Books,Role marriage space this discussion fact cover brother let someone.,1,Neutral,0.0
309,ccb03fc5-3513-4238-991b-1a04bccaba38,5986,Sports,Yourself increase free night point action cut example so film media food.,1,Positive,0.25
310,55520712-af92-4f22-9d24-67e20191d19d,4846,Home,How notice whether story create street two look listen along.,4,Neutral,0.0
311,a090360d-27c7-455a-bb43-4a7222c0c475,8432,Clothing,Throughout Mr friend six including sea strong federal right firm movie decade rate son thousand government wide exactly all worker phone.,5,Positive,0.134
312,9b0e70ad-922b-4a48-aa7c-f9e9d7a7e7b1,7866,Home,Cost bring site final tax report even beautiful theory he stop few modern company hear also dark begin media sometimes.,2,Positive,0.14
313,30b1b67b-2771-4422-8003-8f26e7ab2ef7,7797,Electronics,Type run model simply century the state visit quality car right least require mission about.,5,Neutral,-0.005
314,d91ea7e6-afe2-4940-8b45-8c23eeada90c,7686,Clothing,The four threat billion she seat against serve police decide.,3,Neutral,0.0
315,46d28109-495c-4ac8-b14a-abdd33579b27,4559,Sports,Five kid brother chance event address performance method deal go five center region exist each author party full kitchen.,2,Positive,0.125
316,e73e2bc5-7882-4064-876c-108d214c87b1,6942,Electronics,Black approach interview condition other or structure record pattern fine stage.,3,Neutral,0.042
317,cf2e45ef-abbe-474a-8226-ab53b680873b,9920,Clothing,Bad type share nothing behavior sort recognize best financial popular.,4,Positive,0.225
318,3b504fda-7875-41c7-b724-3aa3c438eae0,5520,Books,Century time election guy contain true form.,4,Positive,0.35
319,740a5bed-5323-4aff-a1e5-38a1dc5cd673,2501,Books,Air little goal leave color should page camera bill stage someone for power society mouth husband including per nature wind himself.,5,Negative,-0.188
320,b1ade82a-d05c-478d-b54f-184e57390b03,1349,Electronics,Issue woman note garden reason community prove school Republican student boy other foot best knowledge final image our rate others star force population article design catch oil.,3,Positive,0.292
321,000c14a5-cf51-4203-a2d9-99bac146ed52,4990,Books,Produce laugh factor past language day theory feel some quickly truth view response trip wrong.,5,Neutral,-0.029
322,fc862110-9c8a-4872-8214-1a68952d986c,4362,Electronics,Identify camera family hard nature apply reflect star grow technology tend dog reduce hour fish him high nation production little could his under style child.,5,Negative,-0.106
323,2023fd4b-ab89-436b-9f6b-9b3fff594778,4394,Home,Activity possible century those price window career case.,2,Neutral,0.0
324,74be4b20-dc32-48a0-aa75-80e2ce52309d,6383,Books,Us perhaps lawyer interest star his difficult interesting account marriage room Republican especially unit office almost also low happy oil which bag room money teacher seek evidence.,5,Positive,0.16
325,e3d1803c-85fa-45ea-9407-2edb8456ce4f,1046,Clothing,Because line score whether back plant something fine apply gas sing light mention.,2,Positive,0.272
326,54de19cd-bbdb-4536-92ef-63c1781f9d3f,9850,Clothing,Good within far cold reason our fight size employee picture official of prevent factor say agree machine camera baby six edge past.,2,Neutral,-0.013
327,03a2cee9-41c7-49b3-9b9c-9b7c4674a0eb,2801,Electronics,Page travel school process have compare site.,1,Neutral,0.0
328,cca3a4c4-2e49-42cf-bc23-9ebc3c775558,6869,Books,Television garden base certain value child many year side draw key point decision same generation politics sense break cold human feeling.,3,Neutral,-0.098
329,ec264a0c-c09f-4c91-b2c0-a0cfbf03b8c2,1258,Books,Do raise hope enjoy most itself eye something high firm morning what best most government.,1,Positive,0.393
330,eb04cd29-9c48-4830-ae89-84f4d82010d1,3076,Sports,Friend environment better pressure hospital significant see same open crime front real conference natural pull.,1,Positive,0.196
331,69479974-030f-473e-9165-4cb3d4e99a65,2041,Sports,Moment rate goal rise edge alone people arm order thus.,3,Neutral,0.0
332,a3596667-9971-4b2b-b353-3e8a3781d306,9408,Home,Remain build task candidate prevent tonight.,4,Neutral,0.0
