review_id,customer_id,product_id,category,review_text,rating,sentiment,polarity
333,2f4cfefb-f798-48a2-8d9e-84ec90e9e294,9254,Books,Receive education level view police two everybody interview tough show food class.,1,Negative,-0.389
334,0ff89e8a-c6f0-4a71-86fc-4ff212f178bd,9543,Clothing,Home you election spend concern attorney woman customer hotel population board music issue pass blood kid.,1,Neutral,0.0
335,12aada4b-08ec-44c8-9a71-064d424d9430,1996,Sports,Number economy knowledge to chance policy usually professor entire.,4,Negative,-0.125
336,642e3a16-e795-43fb-946f-cba3b336d143,2768,Sports,About remain side long identify road speech audience difficult his ready sister building movement yard four field area young positive half table future subject set.,4,Neutral,-0.045
337,2d36db7e-33ff-4402-a5d5-bbf94a3abb3a,2204,Electronics,Always his course receive to piece grow be plan same cause cover rest or majority as.,5,Neutral,0.0
338,7feb4cf3-4ec7-4371-a4b6-5cfa8a619e64,3430,Electronics,Who speech whom administration fund front return if deep president mission vote.,3,Neutral,0.0
339,2621d32d-895c-467f-9fcf-338cdec56dc3,9984,Clothing,Do author save major affect trade peace drug possible add plan toward star best particularly structure ask stage.,5,Positive,0.307
340,cc96bf43-9850-4072-bf44-cbca1d3ae131,9692,Clothing,Determine source international specific word question food wish office case student soldier share or friend building center indeed recent network.,5,Neutral,-0.025
341,94fd0594-ecf9-4245-be5f-7e23704c19e2,8048,Electronics,Card social place heavy citizen they ball account unit religious order exist really.,1,Neutral,0.008
342,b13e655f-79db-4407-85c6-ab7dcad04982,4522,Sports,Deal policy mission include visit particular also conference matter wear physical.,2,Neutral,0.083
343,6b358d15-590c-4e67-8d1b-6d80c8575c8a,7779,Clothing,Newspaper court worry with peace television would medical less.,4,Neutral,-0.083
344,46c3e497-3546-4cb1-a8c9-aa31a05ff5e6,7815,Electronics,Create someone rate why listen computer prove amount.,4,Neutral,0.0
345,35a7ac9b-48f9-4d0d-9d3b-c1d3a5159982,6120,Clothing,Edge pattern three law bit appear Mr citizen ahead method audience dog know often.,2,Neutral,0.0
346,ad463549-bf41-43cb-b2e1-5f176b47ed61,8770,Electronics,Discover body direction down include customer through available one.,1,Positive,0.122
347,251adf0e-6f94-4a50-a3f7-13a70de92f1b,2527,Sports,Until lawyer hold carry rest place wish.,3,Neutral,0.0
348,083759f8-2090-435e-95fc-f99133c417d5,3131,Home,Arrive carry surface learn commercial gas though page smile point.,5,Positive,0.15
349,93ffc45f-2b80-444a-a7d3-f7709c8d1ade,6400,Electronics,Talk beat tax majority yet option student evidence role save east force often through option chance off above.,3,Neutral,0.0
350,fdc419b2-0a41-4919-8b52-46f3faed5777,7929,Electronics,Safe mean international hour special recent better manager bar send really image design grow.,5,Positive,0.178
351,173a0c96-ffbb-4bcc-a5cb-bf6f3d333164,6119,Clothing,Look fight reflect teach section.,5,Neutral,0.0
352,76b90472-7470-424c-b9f6-b641063ff61e,9313,Books,Them if smile have less plant team.,4,Neutral,0.067
353,b0d508a9-e4b8-4e89-a287-729e12194d94,4674,Electronics,Most fast send recently partner offer debate range per friend usually method travel.,5,Positive,0.112
354,1c684db0-0d33-4496-a352-85395d2e7b90,7022,Electronics,Half people half compare next attack remember daughter wonder draw box long voice oil where decide seat different good environment quite.,3,Neutral,0.053
355,5f70b951-1038-4676-8df1-172a46f2ff38,4705,Sports,Laugh may stop like mother stay tonight later happy pull really within third could this beautiful.,5,Positive,0.358
356,49d2cac0-2dc6-4c90-a5df-c7af6403c4bc,1430,Home,Body every recent many themselves minute physical fall wide must car get.,3,Neutral,0.1
357,057fdd20-a50a-4a29-bcda-835f71a0cff8,1474,Books,Country against soon strong mind from official pretty skin main program.,3,Positive,0.283
358,71fc5136-8c68-420e-9787-463d87b8f95c,6567,Clothing,Fight car smile commercial employee machine wife show another.,2,Positive,0.15
359,f4ca6e70-74b7-49ec-88cd-42c05a66219e,3347,Home,Peace claim movement consider compare remain toward some claim bring year off kid hard.,4,Negative,-0.292
360,08e1624e-b506-424d-8fff-29f734850fcd,2140,Books,Within challenge large wish move building agent use shoulder way until choose wife national medical positive far time wide.,1,Neutral,0.088
361,92dfcf99-fe7b-478d-bb0e-7c28c110bcfe,2503,Home,Son rock two full both look always question.,4,Positive,0.35
362,66d137f6-0659-410a-8ede-79b61deb979d,7878,Sports,Subject land begin area political on develop very everyone against Mrs knowledge public beautiful memory create fish painting.,2,Positive,0.177
363,aab133ba-e88f-4ab5-8e59-22e9f182cdf7,7062,Clothing,Huge respond into history activity general final knowledge night democratic thousand score indeed kind clearly road today rock increase structure.,3,Positive,0.23
364,3531518a-24c5-4b47-9609-34d199125090,2391,Electronics,Listen test would at whether series because important trial.,2,Positive,0.4
365,764d7e7c-8e49-40f9-acc5-c9de6a1d9731,1815,Electronics,Sense carry control high network amount step strong fight nice less agree able enjoy what.,4,Positive,0.321
366,1fca0f16-78f8-455f-a2f5-a68bd590f435,7947,Sports,Individual man reach each budget everyone yes at seat ok not than physical live reason build.,4,Positive,0.159
367,047dd583-9344-4b2f-bba3-16688334e524,7785,Clothing,Clear around floor there career clear evening information treatment green.,5,Neutral,-0.0
368,a391ffdb-8794-4c7e-8aaa-7f994a34041e,2864,Clothing,Message short consumer behind sell myself their step rate.,1,Negative,-0.2
369,b2adffa6-af79-4d4a-857e-55cb4d131338,5640,Home,Benefit oil statement actually million health machine future treat bill choice determine could today party.,5,Neutral,0.0
370,d89806fd-8691-4efe-b3d6-b9f2d4d7b0ca,6053,Electronics,Republican reduce sort individual trouble bring capital admit give reality catch kind would mission.,4,Positive,0.133
371,b5bbabce-2c15-44ad-9790-4515f859396d,1897,Electronics,Agreement sport develop task central dinner by candidate bad real.,3,Negative,-0.167
372,04d07f29-13e6-45fd-9c99-d366c8b62c18,4460,Books,Serious amount blue soldier message arrive budget education at property senior site turn day top continue goal before suffer walk we girl civil may.,3,Neutral,0.056
373,8141bb37-3de8-44ac-9cea-b67bba82854a,5742,Clothing,Attention standard shake more respond who commercial senior above rise under.,1,Positive,0.125
374,b52f80c9-d9ee-4678-8112-f0ffeba46463,9149,Sports,Hand operation keep whatever Congress great here Democrat dinner both world buy.,2,Positive,0.8
375,7eedcc65-22cb-4720-850c-ddfd1c3dae19,7229,Home,Relate news American foreign break exist outside find wish know network fact talk country attorney subject little quickly conference your.,2,Neutral,-0.024
376,65787d0c-1aec-4b70-ac0e-73077ddcaaf6,9196,Home,Mission put budget house reason within scientist throughout collection hair current customer such identify do interesting material share she order.,3,Positive,0.167
377,a4d21eae-cd0d-4d73-8a1c-3218c19d11c5,2180,Sports,Green project wear would memory challenge lawyer business majority discuss wall ahead scene store marriage ago condition painting force few perhaps.,1,Negative,-0.2
378,c0697f1d-a93c-4413-9396-a289c29a988f,8147,Electronics,Should society dark product make energy gas teacher national weight all involve trip himself fire heavy least allow.,1,Negative,-0.217
379,c7859c05-dc40-4942-a8cf-29368e81b2f0,6129,Home,Those clearly issue fine home shake notice make network much like no choose.,5,Positive,0.239
380,7ea413e5-436d-477b-a431-cbbe0e44c9dc,7626,Sports,Wife pay good within fly agreement and student give score agree through game best generation group.,1,Positive,0.525
381,3e85c8c4-a947-4663-8e73-752359ecc846,7636,Electronics,Doctor fine be read than boy college Mrs also price institution.,2,Positive,0.417
382,444122a5-6bd1-4826-a6c2-cbb783c74cbe,8538,Clothing,Receive onto worry help hope.,4,Neutral,0.0
383,7d05121c-ceee-4d65-9904-8ca79291e493,2734,Books,Real day market specific property coach federal wide cut player.,5,Neutral,0.033
384,d7232ce3-1348-4fb3-8982-a300f95f17e6,7560,Home,Degree enter father of source person when response official option event.,4,Neutral,0.0
385,79ab3018-87f3-49a4-8d1a-810d910171d2,6083,Clothing,Decide somebody prepare few sound item music customer I person law shake.,3,Neutral,0.1
386,a0ba6142-04c3-4fed-a182-701b2e3bdb69,3754,Electronics,Television officer defense while score level view mouth pass shoulder its not phone mission hair challenge character rate feel itself.,1,Neutral,0.0
387,e94053af-d488-4dff-9c35-25775193412d,9693,Home,Plant suffer environment expert civil rather door.,3,Neutral,0.0
388,31216863-2663-4d11-9d12-2ccf3d0d3ffd,6752,Books,Early still less nice job positive.,1,Positive,0.19
389,45d07382-28cb-47ca-b3b5-a667097913a0,3399,Clothing,Ahead smile everyone nearly popular amount reveal site.,2,Positive,0.45
390,157c6813-e581-420f-9c0d-b2660e29ed9a,3504,Electronics,Own test too imagine guy price bed wall right cell.,4,Positive,0.443
391,80104995-bc06-486b-922b-4fb21ca79972,8601,Home,Miss stock wear use edge this draw business southern forget once hope security door institution.,5,Neutral,0.0
392,36cfd2d5-2cd6-48df-9b58-29c924ef65a7,8354,Home,Keep effect operation make hear we first interest radio white these view guy resource start again whom.,5,Positive,0.125
393,bd4c938c-d76a-45a8-88e9-45489b16acb8,6295,Clothing,Real small dream need finally when.,4,Negative,-0.188
394,af6c6f61-cfef-42a2-a735-4db25ce4124b,2118,Sports,Movement door kind account whether until truth feeling view series father.,3,Positive,0.6
395,ea77d1d6-2904-46d6-a3e7-35abdc02bc29,5500,Home,Place these short image almost term statement wait likely.,3,Neutral,0.0
396,552d4865-d756-4d35-ad2e-ebea69b7d533,9312,Electronics,Theory star station recognize media goal own spend scene law agree appear political.,4,Positive,0.3
397,a41f0d38-ca80-4df8-b182-fcf2a151ed02,8404,Electronics,Able customer figure office book economic.,3,Positive,0.35
398,d4a39a51-c481-4a69-b83b-f029b6ac2048,5703,Electronics,Suggest rate society floor long same end reach step son cup increase consider.,1,Neutral,-0.025
399,d5ad86bc-f1db-4ad8-a098-0b94e05b1892,9307,Sports,Difference way type positive phone trade wind cup red collection husband investment employee become happy water bring responsibility itself.,5,Positive,0.342
400,d3c724e8-7426-42d7-ada4-13c6eb8466e4,1672,Sports,Budget require course technology site explain management candidate task outside yet executive quality industry impact certainly face energy pay traditional hard range leader action.,5,Neutral,0.005
401,f9723977-52c0-4f9b-9f16-eb702219b7f7,4084,Clothing,Rather require remain save eight believe arrive four dog traditional you vote whose our security animal effect people.,4,Neutral,0.0
402,abd7d3f1-650a-49aa-ba3f-012e4d711f28,9214,Books,Car throughout American conference college manage fund life.,4,Neutral,0.0
403,87c9daac-b5d3-4f2f-913b-b65c16f32b93,2695,Clothing,Center bring analysis campaign the strong security unit executive theory party seven enough fine throughout firm yes shake character table price.,1,Positive,0.11
404,305d0ef7-0d9f-483d-b0a3-2883cc582872,9266,Books,Approach consumer like clear level break.,2,Neutral,0.1
405,0a715350-7eb2-4900-ad5d-6510e52a33e6,8172,Sports,Ground remember magazine manage suffer term buy behavior test Congress collection meet evening through one on will moment.,5,Neutral,0.0
406,eba0330c-6a9a-4f4b-ae39-c29a921f266f,3600,Clothing,East marriage behind forget expect wonder business health.,3,Negative,-0.4
407,d6442365-1b27-45f6-b383-24f7eddcac0a,7347,Sports,Child ball store process law western order accept wide prevent week foot rule same whatever notice deep any poor follow.,3,Neutral,-0.1
408,8c126e0e-121a-4952-be69-ad390e378b07,1857,Clothing,High human concern whole tend become system clear single expect sell pressure.,3,Neutral,0.078
409,cd14eacb-7da8-4631-8c6d-8ddd1edfc59e,2548,Home,Save TV tough page grow benefit happen customer knowledge hold environmental outside bed institution happy control piece behavior message wind.,4,Positive,0.137
410,afad328e-a5c9-4f20-b967-26aaad2b2c82,5655,Clothing,Us money positive base life bad soon feel worker range feel eat into notice necessary.,5,Negative,-0.318
411,1b8dc821-836f-424b-8b8b-56f7ead44e11,3463,Clothing,Interesting behind produce nothing effect effort bank me box product conference.,5,Neutral,0.05
412,0b961346-6498-4a39-97c8-f02c2ea5312a,3317,Clothing,Indicate region finish right serious last space game.,4,Negative,-0.112
413,2febcc33-cf5c-4dd3-9f10-7434eb096202,3112,Home,Continue section page the blood move accept bring commercial local reality than whole own main peace.,1,Positive,0.193
414,b0cf3e7f-5c58-48ba-9de2-fd3ff952f1e8,6072,Home,Source because career course staff receive could agree loss certain drop success teach Mrs beat.,3,Positive,0.257
415,7957595f-25ee-4f0f-b6a3-0eb0c50c71f4,3093,Home,Against coach check reflect white likely teacher one cut notice.,4,Neutral,0.0
416,55773297-0d09-4c73-a448-a3d5d5767137,9331,Clothing,Bill summer it indeed.,3,Neutral,0.0
417,9888f0d9-9423-451e-bcb1-2a007ee667de,6060,Books,Yourself already hundred message right very toward test discussion art affect office network environmental.,3,Positive,0.243
418,792cad76-e39e-47c2-aac9-8528a5f701fe,8967,Books,Manager voice get recently again explain court gas.,2,Neutral,0.0
419,9670cd19-383e-49a4-81f4-6dfd3b6b1c0d,3538,Electronics,Two table resource life third rich hospital indicate wait present growth line.,1,Positive,0.125
420,9f310fff-297a-4503-9833-33c3f88fa199,9317,Home,Executive see project can current paper beyond indeed year field decide another adult thing ground city.,5,Neutral,0.05
421,80e3fe4f-e4fb-4a3b-9c05-ae03d3f471e7,1618,Clothing,Southern front box dinner no main year size show show news to.,5,Neutral,-0.042
422,83f06e7d-dfaa-4505-b0ac-b9bada78f4c5,3147,Home,Prove relationship unit just lead success book black particular site water statement among black picture that treat church factor.,2,Neutral,0.033
423,7f968d71-8182-40d2-8310-1e2e7107514f,3658,Books,Child hair standard but dark wide shoulder according strong list expert commercial entire.,5,Neutral,0.031
424,5c532042-6a3e-4103-813d-8929b717548d,3712,Sports,Professor charge send instead direction soon including important learn system some.,4,Positive,0.4
425,714cd65e-079e-4b0b-b198-f62e5c9d3ead,6968,Books,Show response military attorney full I sign its hotel also two.,5,Positive,0.125
426,0ecc9ff5-9316-4f53-a70a-f82826a4cbef,5668,Sports,Woman sometimes then win information though red them return finish general still too particular chair.,5,Positive,0.254
427,3483a23b-a4d5-46e1-b239-720167687c42,4918,Clothing,Person peace kind generation speech possible simple thing base Mr hope rest they minute must degree memory fine future player age three music else strategy.,4,Neutral,0.036
428,fca91028-6c39-42ef-b9fc-829f4dcf2615,4178,Clothing,Book art health phone great answer prepare by fear say law work south writer not thus physical mouth other go expect size.,5,Positive,0.225
429,23d52be0-ac24-4f30-92a0-c677b700b3c5,8218,Sports,Mind easy foreign old state guess better Republican stock bank artist thousand live land hard moment open million house enough material.,3,Neutral,0.094
430,b063796a-70a9-4477-bf1b-654d6c65659d,7256,Home,Rule indicate clear media machine leader whose message more reason lay allow church next TV budget system book hard.,4,Neutral,0.077
431,273ef6f4-85d4-4f0f-8a4f-ee3b4a229ba5,3655,Books,He yard field magazine social central operation any thus threat democratic standard major business give.,5,Neutral,0.024
432,7b2e60e1-6ae6-4480-8b70-4f97ded44617,3267,Clothing,Finally laugh full help strong street car catch PM seven.,4,Positive,0.361
433,ddc8d27b-2623-491a-b2f6-8fe1aacefa98,7081,Home,Become person perhaps hold too fund animal provide kitchen.,5,Neutral,0.0
434,ddaf2233-16a9-4518-a55a-c92f47020de0,3042,Clothing,Religious occur someone religious night buy nice.,2,Positive,0.2
435,8ab5a799-9e63-438c-b485-e9443142e0c7,5469,Sports,Serious whatever miss seek me affect probably mother while ever day stop stuff often be move fly open man value future.,2,Positive,0.117
436,dc11eb13-0628-4878-aa39-46072e35c5c8,8167,Electronics,Fish either boy between collection century eight bed fill imagine college pass foot.,4,Neutral,0.0
437,4c4b52aa-0ef9-4903-b69a-deac06f4b0ee,6727,Electronics,Better central throw election walk tonight appear dream others door meet mean we especially five.,1,Neutral,0.047
438,7bf2aa06-10c1-4e9c-a836-29ce8d9957fa,7495,Home,Imagine do though especially white push east never.,2,Neutral,0.0
439,91788bdd-4dfb-4b6e-a025-7194c903cc1d,7326,Electronics,Land suffer matter situation central music collection early weight which new among spend which.,2,Neutral,0.079
440,f8da5a79-a72e-4d5f-8a0c-408d9ee827fa,1461,Clothing,A value lot our style herself goal.,3,Neutral,0.0
441,d7371450-95cc-4da2-b677-0e04a1d8507b,3392,Books,Example claim move attorney bed recognize store rise your there.,3,Neutral,0.0
442,f5194ab9-813b-464b-9c46-24d335fa46fe,8740,Books,This war play woman remain event production focus decision where foreign trial card two participant above act community new recent.,4,Neutral,0.003
443,89c2fba5-648d-44c0-8330-ec147d2d93e8,8349,Home,Skin power back all story.,1,Neutral,0.0
444,1f982a0d-ac18-4ef9-b1f7-1addabeed5b2,1311,Clothing,Will heavy over hit stuff speech worker by have cover act.,2,Negative,-0.2
445,47f86de4-c227-40f2-8510-6943be3eb6f7,9991,Home,Course staff personal space determine woman whose already manage region paper according worker point book everyone.,4,Neutral,0.0
446,8d41cb4c-2ba4-4308-be77-86aa80155756,2821,Clothing,Process not radio north assume campaign assume employee now.,3,Neutral,0.0
447,ba991da0-85e8-4165-a189-6b253a5bece9,2996,Electronics,Court question yeah realize mouth education nice law visit political.,4,Positive,0.3
448,da968e7d-0d46-4159-a668-5e80f16d4fe8,8489,Electronics,Item yet ever quite level guess service this different.,4,Neutral,0.0
449,884c0a55-6b89-4000-ab1b-b47f47269e7f,9782,Electronics,First hot free they space wrong difficult ready when true culture forget as personal agreement it agency something various subject east.,5,Neutral,0.028
450,573ecc3a-f574-475b-bd05-1bf4793c4fbf,4963,Books,Start mind door authority outside just believe.,4,Neutral,0.0
451,15e59a0f-1ff4-4f0a-9435-0cb1724af3fb,1025,Home,True help three really site artist sort area.,2,Positive,0.275
452,10d7a164-6e8d-4018-a04d-ac849c595e03,7825,Books,Quality nice far high benefit sell do outside process action himself somebody they.,1,Positive,0.192
453,a6a2c945-56f1-4afb-99ed-59a59e85e4d4,9576,Clothing,Law foreign court bill organization.,5,Negative,-0.125
454,d73d52ba-ca17-41d0-97c7-68d6114a9827,9914,Home,Toward call meeting green loss per control case analysis camera once message prepare group on must.,5,Negative,-0.2
455,4f05495e-7832-459c-a5bc-99ae2547a8dc,1333,Sports,Garden hard account only question arm medical strong teach instead crime customer training size game property reason word outside former.,1,Neutral,-0.037
456,55edd864-f68b-4ba0-90eb-ba129412ba0f,7338,Clothing,Federal forget bit then treat many turn police really level defense lose shoulder spring southern heavy.,1,Positive,0.125
457,fd68a5d7-d37a-430a-af2a-a5e8667ae277,6850,Electronics,Guy available air boy fact create one.,2,Positive,0.4
458,f9adde7d-0b3d-48ad-9c23-0306c3f9f409,2698,Home,Current exist despite energy company suggest early cultural compare energy big.,3,Neutral,0.05
459,610114f4-2322-4464-ad6d-84efd4d9a0ae,3185,Electronics,Full decision lay hard head commercial money sometimes perhaps.,5,Neutral,0.019
460,10bc94d3-b600-4df4-a0de-06766f082598,6546,Books,Certain under some court her hear outside with each animal pattern country movement smile foreign.,4,Neutral,0.097
461,47b2e24d-cbad-4916-a124-3bea0da26154,8840,Books,Surface why though decide bank likely professional ask meet seem population meeting material less focus.,2,Neutral,-0.022
462,7bb95b07-b1cb-42d0-8685-92d25fb68406,2033,Sports,Listen ok point so power debate thus later doctor.,3,Positive,0.25
463,e3826da1-6cce-4c23-8e55-f3fe37f5c238,4302,Electronics,Number very hear nearly care base know goal once let perform international level important source first him conference doctor population grow.,2,Neutral,0.025
464,8073aa66-d7b4-4b17-8b65-85171519613c,1686,Clothing,National back everybody direction budget growth national free push economic seat shoulder suddenly course page.,5,Positive,0.15
465,c09c3207-dae1-4a7f-bf97-79f7234b20fd,7524,Home,Treatment across federal state situation identify if oil pretty line mention seven chance however dinner see listen middle skill.,3,Positive,0.125
466,d07c5e53-b8f6-403b-b7ff-3c31c1f37837,1599,Books,Future beat suffer investment walk individual just table air catch them figure scene matter.,3,Neutral,0.0
467,56fe972b-5acb-487d-9594-9c84a8aa454e,1783,Clothing,Industry rate idea single Mrs for age size two child.,1,Neutral,-0.071
468,9174f53b-548b-4c63-be87-a6bcf3e00dc5,7029,Sports,Sometimes trial off hospital high we as hit little forget while police fight commercial push concern step owner agree.,4,Neutral,-0.009
469,f686cfa7-e94d-4d1e-91ca-2a0b32f194d8,7334,Clothing,Exist do process attorney arm million commercial teacher improve church.,4,Neutral,0.0
470,6b1d20b9-8954-4c3d-a10f-2a8a1c59b736,9151,Clothing,Sea home tough deal that finally stand professor city offer financial data respond learn cut yard knowledge station painting east forget notice make leg.,5,Negative,-0.13
471,49b49625-1752-415c-bcbf-15830a0175e5,5369,Electronics,Get successful society hospital statement sure indeed conference pay it his probably recognize believe recognize analysis those citizen think Mrs project at.,4,Positive,0.625
472,379e03dd-e6f8-4ac3-b8ef-d250b9fe60c6,2293,Sports,In seven building hard sense mean single improve close debate and ago police put left gas human create also economy.,2,Negative,-0.135
473,53bd8128-22f0-4403-aac9-7d37b5878d33,9937,Clothing,Machine attention nature drug wear cell star success color adult beyond family movement hospital back.,1,Positive,0.133
474,45f3dc5a-ad68-4b45-82de-b2e6c37a927b,2311,Clothing,Key concern research throughout mother kind answer play mission production process bill real know.,3,Positive,0.267
475,c5bca449-0c75-4a17-8131-c6019923fc7a,6021,Sports,Short up hear draw before instead writer front court protect determine think someone store collection cold indeed blue.,4,Negative,-0.2
476,a0751372-8fe2-474f-929b-20e053bf8b10,3730,Sports,Person various house into discussion black follow address pressure activity.,4,Neutral,-0.083
477,10e67176-3858-4966-b572-56f63677f5b4,1693,Clothing,Practice hard attack despite feeling out work big movie wrong sure commercial where outside wonder recent.,4,Neutral,-0.042
478,c57ae3ff-f8ed-48ae-acaf-8800ad8ae364,5498,Electronics,Forward play this fish surface lot.,4,Neutral,0.0
479,e97f995d-9bc8-46f6-8484-a1b355c974a4,6952,Home,Large memory score me relate actually again serve buy door investment during bag case material dark heart politics draw rise write kitchen theory care fish skin.,2,Neutral,0.021
480,fa41dd2e-cab2-4438-8557-ec6c0a23b722,1510,Books,Possible eye agency suggest former drug much trade professor eat reach rest part high focus kind accept thank attorney.,4,Positive,0.192
481,fdf48930-a265-4f65-8d56-e00031456a6c,1570,Books,Voice by community nature somebody daughter medical.,2,Neutral,0.0
482,4fbc0984-7792-4d9e-b998-e2d36d1e0d7d,7001,Clothing,Return each computer eat experience large player even sit bag win.,5,Positive,0.507
483,7880adc6-2af2-4718-a0b2-17f965f35984,1530,Home,Institution participant item choose west lot seven into bar trade feel.,4,Neutral,0.0
484,ba059e68-8d87-47be-a71d-d0f18985c98d,7077,Clothing,Either less law heart paper author carry light choice couple actually may.,1,Neutral,0.078
485,6790eee0-7dcf-4924-9fcf-5c22b9b03c1a,3255,Home,Wait wife health majority political open impact although TV his not create job effort.,4,Neutral,0.0
486,593c73f2-b8e5-4141-8067-6073e9c000f0,6150,Clothing,Remember play happy around history interest east local TV guess religious agreement program.,1,Positive,0.267
487,7499bb6b-9afd-4464-82e6-918c25dbbe8d,1424,Books,Effect own weight success activity side popular true huge only too.,5,Positive,0.375
488,e041f0a3-3056-487f-a8f2-6d6384bed7ed,7340,Home,Coach interview reality may mouth though only safe sell under.,3,Positive,0.25
489,a2dcb574-1bf9-42a5-96c0-68e8de922cf1,5264,Sports,Since general central see us huge final would staff ability attorney recent modern pressure.,5,Positive,0.108
490,2d28a2a8-2bae-4fc7-ae52-b671bba8a7e5,5678,Sports,Control care main me book note defense cut seek speak court.,1,Positive,0.167
491,68a69e71-df22-4246-a6fb-61d3fba26c21,3223,Electronics,Phone person than coach fall help everybody garden one long pull beyond article seem account old would.,2,Neutral,0.025
492,cab285dc-85b7-4774-b608-937418caa0a9,8292,Electronics,Heart mind while entire magazine series page from radio gas firm dream.,3,Neutral,-0.1
493,60e12973-6602-47ed-aa42-92035c784ca4,6692,Electronics,Arm green form beyond lead recognize rise thousand catch own than evidence recognize spring happy peace probably little including could worry whatever.,5,Positive,0.253
494,a23f3abf-0441-422c-927a-9f7bd007cd41,5757,Clothing,Them wide save question do machine school soldier give voice.,2,Neutral,-0.1
495,fca39bae-79e3-402e-ae4b-d350f104ad27,6922,Home,Safe family crime century mind occur task.,1,Positive,0.5
496,7f780428-20bb-459a-8820-7d4e812fdd98,4292,Books,Feeling pull nature themselves collection land break.,4,Neutral,0.0
497,3e4c943a-3dab-4a61-8a69-3650a9a2e9cd,1430,Clothing,Color want record black year ahead upon force himself exactly rest program week.,5,Neutral,0.042
498,22c0eee9-aa5c-48cd-9f83-5b8dabac8660,7044,Sports,Plant man somebody four difference office under ask gas travel sea rise president size whom join do else fact born future or could walk of.,5,Neutral,0.0
499,f43dd740-5039-4a8c-9a73-dae0209e6e48,3126,Home,Officer ability artist movie suggest woman floor half quickly.,1,Neutral,0.083
500,a9eb0bf9-850e-4d30-a055-adeccbebb43f,6067,Sports,Opportunity blood across system firm staff father despite quite challenge exist section support still alone floor maybe read event summer off piece democratic factor whom arrive.,4,Negative,-0.2
